BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY HOMES,21,417000,665968,600000,1245000,2015
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY HOMES,25,420000,592250,550000,1900000,2015
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY HOMES,5,400000,564800,550000,720000,2015
STATEN ISLAND,ROSSVILLE-PORT MOBIL,01 ONE FAMILY HOMES,1,825000,825000,825000,825000,2015
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES,5,364000,599300,463500,1225000,2015
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES,1,630000,630000,630000,630000,2015
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY HOMES,32,350000,567341,500000,990000,2015
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY HOMES,7,460000,601921,610950,662500,2015
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY HOMES,83,200000,383729,375000,640000,2015
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY HOMES,26,220000,537379,522500,910000,2015
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY HOMES,1,590000,590000,590000,590000,2015
STATEN ISLAND,STAPLETON,01 ONE FAMILY HOMES,19,200000,397879,295000,966000,2015
STATEN ISLAND,STAPLETON,02 TWO FAMILY HOMES,23,200000,425974,393425,1200000,2015
STATEN ISLAND,STAPLETON,03 THREE FAMILY HOMES,4,215000,290000,272500,400000,2015
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY HOMES,32,200000,359555,364938,510000,2015
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY HOMES,2,300000,470240,470240,640479,2015
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY HOMES,29,200000,460958,450000,980000,2015
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY HOMES,3,337500,631247,650000,906242,2015
STATEN ISLAND,SUNNYSIDE,03 THREE FAMILY HOMES,1,906242,906242,906242,906242,2015
STATEN ISLAND,TODT HILL,01 ONE FAMILY HOMES,17,775000,1310676,1312500,2650000,2015
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY HOMES,16,230000,462468,419240,910000,2015
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY HOMES,12,215000,362858,354345,542000,2015
STATEN ISLAND,TOMPKINSVILLE,03 THREE FAMILY HOMES,1,550000,550000,550000,550000,2015
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY HOMES,93,250000,496199,475000,1575000,2015
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY HOMES,42,200000,637253,620612,1195000,2015
STATEN ISLAND,TOTTENVILLE,03 THREE FAMILY HOMES,2,440000,657500,657500,875000,2015
STATEN ISLAND,TRAVIS,01 ONE FAMILY HOMES,38,239400,385617,382000,710000,2015
STATEN ISLAND,TRAVIS,02 TWO FAMILY HOMES,7,250000,447467,436020,649000,2015
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY HOMES,87,200000,376125,350000,1070000,2015
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY HOMES,37,215982,400928,399000,1000000,2015
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY HOMES,1,466000,466000,466000,466000,2015
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY HOMES,88,200000,424957,408750,775000,2015
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY HOMES,36,272000,575755,590000,865512,2015
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY HOMES,86,200000,460412,448848,1050000,2015
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY HOMES,27,200000,610407,650000,734000,2015
STATEN ISLAND,WOODROW,01 ONE FAMILY HOMES,58,225000,448008,447500,1180000,2015
STATEN ISLAND,WOODROW,02 TWO FAMILY HOMES,21,400000,596724,515000,940000,2015
MANHATTAN,ALPHABET CITY,03 THREE FAMILY HOMES,1,7738700,7738700,7738700,7738700,2016
MANHATTAN,CHELSEA,01 ONE FAMILY HOMES,2,7425000,10212500,10212500,13000000,2016
MANHATTAN,CHELSEA,02 TWO FAMILY HOMES,1,6109000,6109000,6109000,6109000,2016
MANHATTAN,CHELSEA,03 THREE FAMILY HOMES,2,7250000,7300000,7300000,7350000,2016
MANHATTAN,EAST VILLAGE,02 TWO FAMILY HOMES,1,6900000,6900000,6900000,6900000,2016
MANHATTAN,EAST VILLAGE,03 THREE FAMILY HOMES,1,7920400,7920400,7920400,7920400,2016
MANHATTAN,GRAMERCY,02 TWO FAMILY HOMES,2,2225000,4787500,4787500,7350000,2016
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES,6,9999999,17100000,16575000,26000000,2016
MANHATTAN,GREENWICH VILLAGE-WEST,01 ONE FAMILY HOMES,10,1375000,10275000,8100000,27500000,2016
MANHATTAN,GREENWICH VILLAGE-WEST,02 TWO FAMILY HOMES,6,820000,6729667,6734000,11750000,2016
MANHATTAN,GREENWICH VILLAGE-WEST,03 THREE FAMILY HOMES,3,6225000,8975000,6850000,13850000,2016
MANHATTAN,HARLEM-CENTRAL,01 ONE FAMILY HOMES,10,1000000,2177500,2180000,3300000,2016
MANHATTAN,HARLEM-CENTRAL,02 TWO FAMILY HOMES,23,500000,2094348,2010000,3600000,2016
MANHATTAN,HARLEM-CENTRAL,03 THREE FAMILY HOMES,16,875000,2472344,2675000,3780000,2016
MANHATTAN,HARLEM-EAST,01 ONE FAMILY HOMES,1,2250000,2250000,2250000,2250000,2016
MANHATTAN,HARLEM-EAST,02 TWO FAMILY HOMES,2,850000,1497500,1497500,2145000,2016
MANHATTAN,HARLEM-EAST,03 THREE FAMILY HOMES,4,600000,1687500,2025000,2100000,2016
MANHATTAN,HARLEM-UPPER,01 ONE FAMILY HOMES,5,950000,2339000,2350000,3395000,2016
MANHATTAN,HARLEM-UPPER,02 TWO FAMILY HOMES,10,661862,1750636,1800000,2600000,2016
MANHATTAN,HARLEM-UPPER,03 THREE FAMILY HOMES,5,1950000,2245000,2150000,2650000,2016
MANHATTAN,HARLEM-WEST,01 ONE FAMILY HOMES,1,2260000,2260000,2260000,2260000,2016
MANHATTAN,HARLEM-WEST,02 TWO FAMILY HOMES,1,1512500,1512500,1512500,1512500,2016
MANHATTAN,HARLEM-WEST,03 THREE FAMILY HOMES,2,489459,767094,767094,1044729,2016
MANHATTAN,INWOOD,01 ONE FAMILY HOMES,3,307242,475747,470000,650000,2016
MANHATTAN,INWOOD,02 TWO FAMILY HOMES,2,685000,762500,762500,840000,2016
MANHATTAN,KIPS BAY,02 TWO FAMILY HOMES,3,3125000,3875000,3900000,4600000,2016
MANHATTAN,LITTLE ITALY,01 ONE FAMILY HOMES,1,9700000,9700000,9700000,9700000,2016
MANHATTAN,MANHATTAN VALLEY,01 ONE FAMILY HOMES,1,4455000,4455000,4455000,4455000,2016
MANHATTAN,MANHATTAN VALLEY,02 TWO FAMILY HOMES,2,3100000,4225000,4225000,5350000,2016
MANHATTAN,MIDTOWN EAST,01 ONE FAMILY HOMES,2,5200000,6482500,6482500,7765000,2016
MANHATTAN,MIDTOWN EAST,02 TWO FAMILY HOMES,1,4875000,4875000,4875000,4875000,2016
MANHATTAN,MIDTOWN EAST,03 THREE FAMILY HOMES,1,5700000,5700000,5700000,5700000,2016
MANHATTAN,MURRAY HILL,01 ONE FAMILY HOMES,3,2765000,2913333,2875000,3100000,2016
MANHATTAN,SOHO,01 ONE FAMILY HOMES,4,8233333,9564694,8546054,12933334,2016
MANHATTAN,SOHO,02 TWO FAMILY HOMES,1,4750000,4750000,4750000,4750000,2016
MANHATTAN,TRIBECA,02 TWO FAMILY HOMES,1,12000000,12000000,12000000,12000000,2016
MANHATTAN,UPPER EAST SIDE (59-79),01 ONE FAMILY HOMES,13,2250000,9655192,8450000,20400000,2016
MANHATTAN,UPPER EAST SIDE (59-79),02 TWO FAMILY HOMES,9,3850000,10466111,10500000,19700000,2016
MANHATTAN,UPPER EAST SIDE (79-96),01 ONE FAMILY HOMES,17,1355989,10686314,8950000,28000000,2016
MANHATTAN,UPPER EAST SIDE (79-96),02 TWO FAMILY HOMES,9,5600000,8008248,8059218,10000000,2016
MANHATTAN,UPPER EAST SIDE (79-96),03 THREE FAMILY HOMES,3,6000000,6431667,6400000,6895000,2016
MANHATTAN,UPPER WEST SIDE (59-79),01 ONE FAMILY HOMES,2,7075000,9787500,9787500,12500000,2016
MANHATTAN,UPPER WEST SIDE (59-79),02 TWO FAMILY HOMES,1,7850000,7850000,7850000,7850000,2016
MANHATTAN,UPPER WEST SIDE (79-96),01 ONE FAMILY HOMES,8,5100000,7706798,7570000,9995000,2016
MANHATTAN,UPPER WEST SIDE (79-96),02 TWO FAMILY HOMES,8,561741,5835843,6187500,9500000,2016
MANHATTAN,UPPER WEST SIDE (96-116),02 TWO FAMILY HOMES,2,6225000,6737500,6737500,7250000,2016
MANHATTAN,WASHINGTON HEIGHTS LOWER,02 TWO FAMILY HOMES,2,250000,871250,871250,1492500,2016
BRONX,BATHGATE,01 ONE FAMILY HOMES,4,220000,253760,252520,290000,2016
BRONX,BATHGATE,02 TWO FAMILY HOMES,15,240000,443767,470000,680000,2016
BRONX,BATHGATE,03 THREE FAMILY HOMES,5,350000,417200,390000,545000,2016
BRONX,BAYCHESTER,01 ONE FAMILY HOMES,90,217500,357620,353500,700000,2016
BRONX,BAYCHESTER,02 TWO FAMILY HOMES,104,203000,430514,433190,789000,2016
BRONX,BAYCHESTER,03 THREE FAMILY HOMES,22,205000,503351,497000,847567,2016
BRONX,BEDFORD PARK/NORWOOD,01 ONE FAMILY HOMES,9,210000,334611,344500,475000,2016
BRONX,BEDFORD PARK/NORWOOD,02 TWO FAMILY HOMES,34,225000,477797,470000,1150000,2016
BRONX,BEDFORD PARK/NORWOOD,03 THREE FAMILY HOMES,6,271100,432811,436500,680000,2016
BRONX,BELMONT,02 TWO FAMILY HOMES,19,270000,455824,419000,930000,2016
BRONX,BELMONT,03 THREE FAMILY HOMES,9,319000,528778,465000,860000,2016
BRONX,BRONX PARK,02 TWO FAMILY HOMES,1,560000,560000,560000,560000,2016
BRONX,BRONXDALE,01 ONE FAMILY HOMES,46,220000,355666,340000,680000,2016
BRONX,BRONXDALE,02 TWO FAMILY HOMES,70,207000,475098,459000,1100000,2016
BRONX,BRONXDALE,03 THREE FAMILY HOMES,15,242100,498638,503958,778223,2016
BRONX,CASTLE HILL/UNIONPORT,01 ONE FAMILY HOMES,31,220000,372382,375000,475000,2016
BRONX,CASTLE HILL/UNIONPORT,02 TWO FAMILY HOMES,46,220000,436233,432500,749112,2016
BRONX,CASTLE HILL/UNIONPORT,03 THREE FAMILY HOMES,16,275000,496723,525000,746000,2016
BRONX,CITY ISLAND,01 ONE FAMILY HOMES,29,200000,473828,405000,1030000,2016
BRONX,CITY ISLAND,02 TWO FAMILY HOMES,8,419000,730500,610000,1625000,2016
BRONX,CITY ISLAND,03 THREE FAMILY HOMES,1,699000,699000,699000,699000,2016
BRONX,CITY ISLAND-PELHAM STRIP,01 ONE FAMILY HOMES,4,736000,1989000,1010000,5200000,2016
BRONX,CO-OP CITY,01 ONE FAMILY HOMES,1,430000,430000,430000,430000,2016
BRONX,COUNTRY CLUB,01 ONE FAMILY HOMES,57,250000,470087,447500,900000,2016
BRONX,COUNTRY CLUB,02 TWO FAMILY HOMES,36,290000,558875,547500,830000,2016
BRONX,COUNTRY CLUB,03 THREE FAMILY HOMES,2,420000,465000,465000,510000,2016
BRONX,CROTONA PARK,01 ONE FAMILY HOMES,4,216000,405520,345662,714757,2016
BRONX,CROTONA PARK,02 TWO FAMILY HOMES,11,209299,388118,400000,550000,2016
BRONX,CROTONA PARK,03 THREE FAMILY HOMES,8,237500,403864,343500,625000,2016
BRONX,EAST TREMONT,01 ONE FAMILY HOMES,9,222500,355167,330000,750000,2016
BRONX,EAST TREMONT,02 TWO FAMILY HOMES,24,200000,394774,417500,570000,2016
BRONX,EAST TREMONT,03 THREE FAMILY HOMES,17,220000,465333,480000,741139,2016
BRONX,FIELDSTON,01 ONE FAMILY HOMES,15,335000,1497866,1370000,3900000,2016
BRONX,FIELDSTON,03 THREE FAMILY HOMES,3,877500,892500,900000,900000,2016
BRONX,FORDHAM,01 ONE FAMILY HOMES,8,200000,422375,399500,750000,2016
BRONX,FORDHAM,02 TWO FAMILY HOMES,16,214120,431587,410000,1075000,2016
BRONX,FORDHAM,03 THREE FAMILY HOMES,7,270000,551268,500000,999051,2016
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES,8,250000,377875,379500,535000,2016
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES,21,203000,427241,460000,604370,2016
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES,16,266000,573457,533750,751000,2016
BRONX,HUNTS POINT,01 ONE FAMILY HOMES,1,345112,345112,345112,345112,2016
BRONX,HUNTS POINT,02 TWO FAMILY HOMES,7,258000,382494,395460,555000,2016
BRONX,HUNTS POINT,03 THREE FAMILY HOMES,12,210405,363305,355375,525000,2016
BRONX,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY HOMES,10,242000,423821,397357,599000,2016
BRONX,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY HOMES,18,220000,396254,392500,550000,2016
BRONX,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY HOMES,3,500000,599167,567500,730000,2016
BRONX,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY HOMES,19,315000,507906,495000,715000,2016
BRONX,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY HOMES,21,225000,432322,350000,725000,2016
BRONX,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY HOMES,10,319410,927962,639613,4200000,2016
BRONX,MELROSE/CONCOURSE,01 ONE FAMILY HOMES,4,205000,306000,280000,459000,2016
BRONX,MELROSE/CONCOURSE,02 TWO FAMILY HOMES,25,220000,415273,385000,830000,2016
BRONX,MELROSE/CONCOURSE,03 THREE FAMILY HOMES,29,200000,469025,440000,875000,2016
BRONX,MORRIS PARK/VAN NEST,01 ONE FAMILY HOMES,39,305000,441365,457500,675000,2016
BRONX,MORRIS PARK/VAN NEST,02 TWO FAMILY HOMES,84,200000,479629,482500,770000,2016
BRONX,MORRIS PARK/VAN NEST,03 THREE FAMILY HOMES,16,260000,578856,567500,999950,2016
BRONX,MORRISANIA/LONGWOOD,01 ONE FAMILY HOMES,22,225000,356405,349000,549000,2016
BRONX,MORRISANIA/LONGWOOD,02 TWO FAMILY HOMES,49,200000,461478,435000,2969240,2016
BRONX,MORRISANIA/LONGWOOD,03 THREE FAMILY HOMES,44,200000,467552,469950,946591,2016
BRONX,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY HOMES,13,255000,481051,450000,866666,2016
BRONX,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY HOMES,20,250000,532500,500000,1100000,2016
BRONX,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY HOMES,10,220000,524897,469600,870000,2016
BRONX,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY HOMES,5,205000,647000,425000,1215000,2016
BRONX,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY HOMES,14,205000,492185,494500,650000,2016
BRONX,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY HOMES,13,240000,480392,445000,999999,2016
BRONX,PARKCHESTER,01 ONE FAMILY HOMES,10,225000,383398,346000,676982,2016
BRONX,PARKCHESTER,02 TWO FAMILY HOMES,32,282146,503463,477500,900000,2016
BRONX,PARKCHESTER,03 THREE FAMILY HOMES,17,225000,491914,499995,750000,2016
BRONX,PELHAM GARDENS,01 ONE FAMILY HOMES,20,325000,481328,477500,680000,2016
BRONX,PELHAM GARDENS,02 TWO FAMILY HOMES,18,407000,596777,598400,761146,2016
BRONX,PELHAM GARDENS,03 THREE FAMILY HOMES,1,525000,525000,525000,525000,2016
BRONX,PELHAM PARKWAY NORTH,01 ONE FAMILY HOMES,33,300000,471457,475000,710000,2016
BRONX,PELHAM PARKWAY NORTH,02 TWO FAMILY HOMES,41,225000,514242,523000,735000,2016
BRONX,PELHAM PARKWAY NORTH,03 THREE FAMILY HOMES,6,315000,506000,505000,661000,2016
BRONX,PELHAM PARKWAY SOUTH,01 ONE FAMILY HOMES,12,375000,589458,561250,1089000,2016
BRONX,PELHAM PARKWAY SOUTH,02 TWO FAMILY HOMES,21,270000,526167,510000,738000,2016
BRONX,PELHAM PARKWAY SOUTH,03 THREE FAMILY HOMES,4,455000,586250,537500,815000,2016
BRONX,RIVERDALE,01 ONE FAMILY HOMES,40,420000,1278718,922500,3995000,2016
BRONX,RIVERDALE,02 TWO FAMILY HOMES,20,250000,782112,742500,2300000,2016
BRONX,RIVERDALE,03 THREE FAMILY HOMES,7,263333,813428,851000,1500000,2016
BRONX,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY HOMES,56,200000,382266,393200,565000,2016
BRONX,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY HOMES,57,245000,515817,500000,900000,2016
BRONX,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY HOMES,23,320000,582610,600000,938000,2016
BRONX,SOUNDVIEW,01 ONE FAMILY HOMES,30,201000,333687,329500,540000,2016
BRONX,SOUNDVIEW,02 TWO FAMILY HOMES,133,200000,439707,450000,760000,2016
BRONX,SOUNDVIEW,03 THREE FAMILY HOMES,55,218500,517690,505000,794235,2016
BRONX,THROGS NECK,01 ONE FAMILY HOMES,108,200000,404797,402500,811000,2016
BRONX,THROGS NECK,02 TWO FAMILY HOMES,74,250000,484759,499500,825000,2016
BRONX,THROGS NECK,03 THREE FAMILY HOMES,10,300000,571117,597134,750000,2016
BRONX,WAKEFIELD,01 ONE FAMILY HOMES,65,204000,357895,365000,655000,2016
BRONX,WAKEFIELD,02 TWO FAMILY HOMES,88,200000,456727,440000,900000,2016
BRONX,WAKEFIELD,03 THREE FAMILY HOMES,9,310000,436179,433859,545000,2016
BRONX,WESTCHESTER,01 ONE FAMILY HOMES,13,232000,990192,403000,8000000,2016
BRONX,WESTCHESTER,02 TWO FAMILY HOMES,36,230000,477618,492500,710000,2016
BRONX,WESTCHESTER,03 THREE FAMILY HOMES,6,292600,521267,562500,660000,2016
BRONX,WILLIAMSBRIDGE,01 ONE FAMILY HOMES,43,208000,368395,375000,825000,2016
BRONX,WILLIAMSBRIDGE,02 TWO FAMILY HOMES,138,200000,418358,415650,800000,2016
BRONX,WILLIAMSBRIDGE,03 THREE FAMILY HOMES,57,200000,471452,474900,699000,2016
BRONX,WOODLAWN,01 ONE FAMILY HOMES,18,215000,443285,447500,624000,2016
BRONX,WOODLAWN,02 TWO FAMILY HOMES,18,405000,518115,527500,635000,2016
BRONX,WOODLAWN,03 THREE FAMILY HOMES,4,372500,525625,565000,600000,2016
BROOKLYN,BATH BEACH,01 ONE FAMILY HOMES,23,638000,829261,829000,1090000,2016
BROOKLYN,BATH BEACH,02 TWO FAMILY HOMES,58,340000,947047,917500,1900000,2016
BROOKLYN,BATH BEACH,03 THREE FAMILY HOMES,30,400000,1295518,1242500,2050000,2016
BROOKLYN,BAY RIDGE,01 ONE FAMILY HOMES,115,234000,1059167,950000,2930000,2016
BROOKLYN,BAY RIDGE,02 TWO FAMILY HOMES,125,250000,1098791,1099000,2150000,2016
BROOKLYN,BAY RIDGE,03 THREE FAMILY HOMES,9,988000,1325056,1300000,2000000,2016
BROOKLYN,BEDFORD STUYVESANT,01 ONE FAMILY HOMES,44,270000,882653,780000,1850000,2016
BROOKLYN,BEDFORD STUYVESANT,02 TWO FAMILY HOMES,273,235513,1154184,1070000,2750000,2016
BROOKLYN,BEDFORD STUYVESANT,03 THREE FAMILY HOMES,146,200000,1272540,1262500,2800000,2016
BROOKLYN,BENSONHURST,01 ONE FAMILY HOMES,50,242500,826114,847500,1350000,2016
BROOKLYN,BENSONHURST,02 TWO FAMILY HOMES,151,200000,1060748,990000,3955000,2016
BROOKLYN,BENSONHURST,03 THREE FAMILY HOMES,40,250000,1174300,1184000,1800000,2016
BROOKLYN,BERGEN BEACH,01 ONE FAMILY HOMES,40,330000,639750,636750,1175000,2016
BROOKLYN,BERGEN BEACH,02 TWO FAMILY HOMES,14,250000,665286,722500,850000,2016
BROOKLYN,BERGEN BEACH,03 THREE FAMILY HOMES,15,640000,724720,720000,875000,2016
BROOKLYN,BOERUM HILL,01 ONE FAMILY HOMES,9,997885,3178098,3350000,5000000,2016
BROOKLYN,BOERUM HILL,02 TWO FAMILY HOMES,20,1700000,3431300,2725000,13600000,2016
BROOKLYN,BOERUM HILL,03 THREE FAMILY HOMES,4,1249951,2597488,2920000,3300000,2016
BROOKLYN,BOROUGH PARK,01 ONE FAMILY HOMES,60,350000,1021691,937500,3000000,2016
BROOKLYN,BOROUGH PARK,02 TWO FAMILY HOMES,186,285700,1193939,1100000,5000000,2016
BROOKLYN,BOROUGH PARK,03 THREE FAMILY HOMES,70,395000,1384872,1382500,2705000,2016
BROOKLYN,BRIGHTON BEACH,01 ONE FAMILY HOMES,12,271799,534650,450000,1600000,2016
BROOKLYN,BRIGHTON BEACH,02 TWO FAMILY HOMES,18,350000,656323,673750,865000,2016
BROOKLYN,BRIGHTON BEACH,03 THREE FAMILY HOMES,9,350000,646156,680000,855000,2016
BROOKLYN,BROOKLYN HEIGHTS,01 ONE FAMILY HOMES,4,2350000,4712500,4250000,8000000,2016
BROOKLYN,BROOKLYN HEIGHTS,02 TWO FAMILY HOMES,6,3900000,6391667,6875000,9400000,2016
BROOKLYN,BROOKLYN HEIGHTS,03 THREE FAMILY HOMES,1,3200000,3200000,3200000,3200000,2016
BROOKLYN,BROWNSVILLE,01 ONE FAMILY HOMES,33,224705,340721,350000,588000,2016
BROOKLYN,BROWNSVILLE,02 TWO FAMILY HOMES,46,230000,551159,557900,1175000,2016
BROOKLYN,BROWNSVILLE,03 THREE FAMILY HOMES,10,228500,522185,560000,775000,2016
BROOKLYN,BUSH TERMINAL,01 ONE FAMILY HOMES,1,925000,925000,925000,925000,2016
BROOKLYN,BUSH TERMINAL,02 TWO FAMILY HOMES,15,450000,863867,880000,1175000,2016
BROOKLYN,BUSH TERMINAL,03 THREE FAMILY HOMES,5,409000,906200,900000,1745000,2016
BROOKLYN,BUSHWICK,01 ONE FAMILY HOMES,20,340000,1004700,985000,2000000,2016
BROOKLYN,BUSHWICK,02 TWO FAMILY HOMES,193,200000,929514,900000,2450000,2016
BROOKLYN,BUSHWICK,03 THREE FAMILY HOMES,68,205000,972828,990000,1730000,2016
BROOKLYN,CANARSIE,01 ONE FAMILY HOMES,86,200000,418834,426000,685000,2016
BROOKLYN,CANARSIE,02 TWO FAMILY HOMES,218,200000,533015,515000,8150000,2016
BROOKLYN,CANARSIE,03 THREE FAMILY HOMES,25,207215,556411,598000,699000,2016
BROOKLYN,CARROLL GARDENS,01 ONE FAMILY HOMES,4,2099000,2874750,2600000,4200000,2016
BROOKLYN,CARROLL GARDENS,02 TWO FAMILY HOMES,17,850000,2636618,2500000,4775000,2016
BROOKLYN,CARROLL GARDENS,03 THREE FAMILY HOMES,17,550000,2220993,2375000,3930000,2016
BROOKLYN,CLINTON HILL,01 ONE FAMILY HOMES,6,525000,2652918,3091253,3850000,2016
BROOKLYN,CLINTON HILL,02 TWO FAMILY HOMES,24,572000,2073052,1920000,5398255,2016
BROOKLYN,CLINTON HILL,03 THREE FAMILY HOMES,15,245000,2093867,2075000,3650000,2016
BROOKLYN,COBBLE HILL,01 ONE FAMILY HOMES,6,1525000,3720833,3225000,6400000,2016
BROOKLYN,COBBLE HILL,02 TWO FAMILY HOMES,2,2945000,3597500,3597500,4250000,2016
BROOKLYN,COBBLE HILL,03 THREE FAMILY HOMES,5,2250000,3375000,3475000,4200000,2016
BROOKLYN,COBBLE HILL-WEST,01 ONE FAMILY HOMES,1,2490000,2490000,2490000,2490000,2016
BROOKLYN,COBBLE HILL-WEST,02 TWO FAMILY HOMES,1,1450000,1450000,1450000,1450000,2016
BROOKLYN,COBBLE HILL-WEST,03 THREE FAMILY HOMES,3,1050000,1700000,1550000,2500000,2016
BROOKLYN,CONEY ISLAND,01 ONE FAMILY HOMES,31,240000,478139,490000,570000,2016
BROOKLYN,CONEY ISLAND,02 TWO FAMILY HOMES,6,350000,619167,507500,1200000,2016
BROOKLYN,CONEY ISLAND,03 THREE FAMILY HOMES,2,255000,290000,290000,325000,2016
BROOKLYN,CROWN HEIGHTS,01 ONE FAMILY HOMES,45,254205,1116112,1100000,2600000,2016
BROOKLYN,CROWN HEIGHTS,02 TWO FAMILY HOMES,144,223750,1136560,995000,7463514,2016
BROOKLYN,CROWN HEIGHTS,03 THREE FAMILY HOMES,53,350000,1094083,1050000,2000000,2016
BROOKLYN,CYPRESS HILLS,01 ONE FAMILY HOMES,37,230000,452057,450000,1126955,2016
BROOKLYN,CYPRESS HILLS,02 TWO FAMILY HOMES,112,212000,516751,555000,915000,2016
BROOKLYN,CYPRESS HILLS,03 THREE FAMILY HOMES,42,245000,548679,549000,900000,2016
BROOKLYN,DOWNTOWN-FULTON FERRY,02 TWO FAMILY HOMES,1,2795000,2795000,2795000,2795000,2016
BROOKLYN,DOWNTOWN-FULTON MALL,01 ONE FAMILY HOMES,2,4022087,4078544,4078544,4135000,2016
BROOKLYN,DOWNTOWN-FULTON MALL,02 TWO FAMILY HOMES,2,2000000,3100000,3100000,4200000,2016
BROOKLYN,DOWNTOWN-METROTECH,03 THREE FAMILY HOMES,1,2100000,2100000,2100000,2100000,2016
BROOKLYN,DYKER HEIGHTS,01 ONE FAMILY HOMES,62,425000,878600,840000,2000000,2016
BROOKLYN,DYKER HEIGHTS,02 TWO FAMILY HOMES,64,300000,1072440,1111500,1439000,2016
BROOKLYN,DYKER HEIGHTS,03 THREE FAMILY HOMES,20,800000,1233544,1200000,1760000,2016
BROOKLYN,EAST NEW YORK,01 ONE FAMILY HOMES,87,205000,394742,375000,1525000,2016
BROOKLYN,EAST NEW YORK,02 TWO FAMILY HOMES,267,200000,496045,499500,866710,2016
BROOKLYN,EAST NEW YORK,03 THREE FAMILY HOMES,96,250000,520979,522460,789000,2016
BROOKLYN,FLATBUSH-CENTRAL,01 ONE FAMILY HOMES,61,230000,1252269,1075000,4000000,2016
BROOKLYN,FLATBUSH-CENTRAL,02 TWO FAMILY HOMES,71,220000,922442,799000,2637500,2016
BROOKLYN,FLATBUSH-CENTRAL,03 THREE FAMILY HOMES,25,260000,864098,880000,1710000,2016
BROOKLYN,FLATBUSH-EAST,01 ONE FAMILY HOMES,170,215000,496390,472500,1675000,2016
BROOKLYN,FLATBUSH-EAST,02 TWO FAMILY HOMES,154,200000,564794,549500,1600000,2016
BROOKLYN,FLATBUSH-EAST,03 THREE FAMILY HOMES,45,250000,558149,550000,999000,2016
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY HOMES,23,700000,1585500,1550000,2400000,2016
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY HOMES,38,350000,1177292,1210000,1770000,2016
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY HOMES,9,900000,1562778,1550000,2645000,2016
BROOKLYN,FLATBUSH-NORTH,01 ONE FAMILY HOMES,43,201303,507522,463224,1600000,2016
BROOKLYN,FLATBUSH-NORTH,02 TWO FAMILY HOMES,55,200000,629169,550000,1940000,2016
