BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
BROOKLYN,FLATBUSH-NORTH,03 THREE FAMILY HOMES,16,374000,683252,546000,1494537,2016
BROOKLYN,FLATLANDS,01 ONE FAMILY HOMES,49,260000,466287,450000,805000,2016
BROOKLYN,FLATLANDS,02 TWO FAMILY HOMES,55,227500,502893,510056,722000,2016
BROOKLYN,FLATLANDS,03 THREE FAMILY HOMES,3,300000,549667,620000,729000,2016
BROOKLYN,FORT GREENE,01 ONE FAMILY HOMES,5,395000,1914614,1750000,3717700,2016
BROOKLYN,FORT GREENE,02 TWO FAMILY HOMES,15,998000,2663506,2500000,4775000,2016
BROOKLYN,FORT GREENE,03 THREE FAMILY HOMES,11,501000,2123757,2250000,3972100,2016
BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY HOMES,75,200000,422778,425000,737500,2016
BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY HOMES,8,415000,508375,515000,625000,2016
BROOKLYN,GOWANUS,01 ONE FAMILY HOMES,8,634636,1855362,1252500,3920262,2016
BROOKLYN,GOWANUS,02 TWO FAMILY HOMES,16,725000,1585335,1432500,3775000,2016
BROOKLYN,GOWANUS,03 THREE FAMILY HOMES,10,960000,1860000,1525000,3500000,2016
BROOKLYN,GRAVESEND,01 ONE FAMILY HOMES,53,269000,730226,730000,1520000,2016
BROOKLYN,GRAVESEND,02 TWO FAMILY HOMES,128,207000,892999,912500,1550000,2016
BROOKLYN,GRAVESEND,03 THREE FAMILY HOMES,44,300000,1090310,1130375,1650000,2016
BROOKLYN,GREENPOINT,01 ONE FAMILY HOMES,4,920000,1249000,1275000,1526000,2016
BROOKLYN,GREENPOINT,02 TWO FAMILY HOMES,26,508000,2013564,1832500,4470000,2016
BROOKLYN,GREENPOINT,03 THREE FAMILY HOMES,23,689000,1785435,1800000,2600000,2016
BROOKLYN,KENSINGTON,01 ONE FAMILY HOMES,12,480000,1075125,1130000,1447000,2016
BROOKLYN,KENSINGTON,02 TWO FAMILY HOMES,18,262454,988303,992000,2075000,2016
BROOKLYN,KENSINGTON,03 THREE FAMILY HOMES,2,583333,916667,916667,1250000,2016
BROOKLYN,MADISON,01 ONE FAMILY HOMES,85,325000,814519,775000,1860000,2016
BROOKLYN,MADISON,02 TWO FAMILY HOMES,49,250000,888314,853000,1850000,2016
BROOKLYN,MADISON,03 THREE FAMILY HOMES,3,855000,988333,910000,1200000,2016
BROOKLYN,MANHATTAN BEACH,01 ONE FAMILY HOMES,29,285000,1263290,1260000,2267500,2016
BROOKLYN,MANHATTAN BEACH,02 TWO FAMILY HOMES,10,559523,1346652,1167500,3200000,2016
BROOKLYN,MARINE PARK,01 ONE FAMILY HOMES,182,250000,607236,607500,1445000,2016
BROOKLYN,MARINE PARK,02 TWO FAMILY HOMES,54,228500,661737,660000,980000,2016
BROOKLYN,MARINE PARK,03 THREE FAMILY HOMES,4,585000,805000,842500,949999,2016
BROOKLYN,MIDWOOD,01 ONE FAMILY HOMES,107,200000,1053492,900000,6750000,2016
BROOKLYN,MIDWOOD,02 TWO FAMILY HOMES,50,200000,1034444,937000,3090000,2016
BROOKLYN,MIDWOOD,03 THREE FAMILY HOMES,17,298333,968300,960000,2000000,2016
BROOKLYN,MILL BASIN,01 ONE FAMILY HOMES,71,450000,985109,920000,2000000,2016
BROOKLYN,MILL BASIN,02 TWO FAMILY HOMES,32,328730,816218,790000,1500000,2016
BROOKLYN,NAVY YARD,01 ONE FAMILY HOMES,10,1942565,2036684,2013651,2138325,2016
BROOKLYN,NAVY YARD,02 TWO FAMILY HOMES,3,875000,1400000,1275000,2050000,2016
BROOKLYN,OCEAN HILL,01 ONE FAMILY HOMES,19,235800,685271,730000,1260000,2016
BROOKLYN,OCEAN HILL,02 TWO FAMILY HOMES,105,205000,747202,730000,1549000,2016
BROOKLYN,OCEAN HILL,03 THREE FAMILY HOMES,62,245000,824711,742007,1735000,2016
BROOKLYN,OCEAN PARKWAY-NORTH,01 ONE FAMILY HOMES,91,300000,1292362,980000,7000000,2016
BROOKLYN,OCEAN PARKWAY-NORTH,02 TWO FAMILY HOMES,72,325000,1221875,1100000,3450000,2016
BROOKLYN,OCEAN PARKWAY-NORTH,03 THREE FAMILY HOMES,15,400000,1309000,1260000,3225000,2016
BROOKLYN,OCEAN PARKWAY-SOUTH,01 ONE FAMILY HOMES,34,290000,1869503,1112500,11360000,2016
BROOKLYN,OCEAN PARKWAY-SOUTH,02 TWO FAMILY HOMES,66,300000,1206506,932500,5350000,2016
BROOKLYN,OCEAN PARKWAY-SOUTH,03 THREE FAMILY HOMES,17,350000,1099100,1200000,1550000,2016
BROOKLYN,OLD MILL BASIN,01 ONE FAMILY HOMES,100,205000,451733,440000,890000,2016
BROOKLYN,OLD MILL BASIN,02 TWO FAMILY HOMES,42,265000,539499,534000,980000,2016
BROOKLYN,OLD MILL BASIN,03 THREE FAMILY HOMES,7,320000,625714,685000,855000,2016
BROOKLYN,PARK SLOPE,01 ONE FAMILY HOMES,11,1915000,4381193,4800000,7500000,2016
BROOKLYN,PARK SLOPE,02 TWO FAMILY HOMES,38,404000,2871369,3120750,4100000,2016
BROOKLYN,PARK SLOPE,03 THREE FAMILY HOMES,26,816666,2630811,2425000,5700000,2016
BROOKLYN,PARK SLOPE SOUTH,01 ONE FAMILY HOMES,14,412870,1777878,1433714,4000000,2016
BROOKLYN,PARK SLOPE SOUTH,02 TWO FAMILY HOMES,31,330015,1763312,1650000,3258400,2016
BROOKLYN,PARK SLOPE SOUTH,03 THREE FAMILY HOMES,6,549000,5271500,1740000,19875000,2016
BROOKLYN,PROSPECT HEIGHTS,01 ONE FAMILY HOMES,3,2165000,2955000,3300000,3400000,2016
BROOKLYN,PROSPECT HEIGHTS,02 TWO FAMILY HOMES,14,1610000,2608429,2465000,4200000,2016
BROOKLYN,PROSPECT HEIGHTS,03 THREE FAMILY HOMES,2,3710000,3780000,3780000,3850000,2016
BROOKLYN,RED HOOK,01 ONE FAMILY HOMES,4,1215000,1858797,1710000,2800187,2016
BROOKLYN,RED HOOK,02 TWO FAMILY HOMES,12,580000,1467917,1550000,2265000,2016
BROOKLYN,RED HOOK,03 THREE FAMILY HOMES,2,540000,1117500,1117500,1695000,2016
BROOKLYN,SEAGATE,01 ONE FAMILY HOMES,14,250000,477482,457750,725000,2016
BROOKLYN,SEAGATE,02 TWO FAMILY HOMES,13,300000,598853,635000,834965,2016
BROOKLYN,SEAGATE,03 THREE FAMILY HOMES,2,635520,697760,697760,760000,2016
BROOKLYN,SHEEPSHEAD BAY,01 ONE FAMILY HOMES,81,240000,666231,658000,1480000,2016
BROOKLYN,SHEEPSHEAD BAY,02 TWO FAMILY HOMES,130,275000,787250,775000,1700000,2016
BROOKLYN,SHEEPSHEAD BAY,03 THREE FAMILY HOMES,18,400000,886972,871000,1500000,2016
BROOKLYN,SUNSET PARK,01 ONE FAMILY HOMES,12,350000,1044306,922500,2075000,2016
BROOKLYN,SUNSET PARK,02 TWO FAMILY HOMES,116,350000,1174973,1150000,3000000,2016
BROOKLYN,SUNSET PARK,03 THREE FAMILY HOMES,45,269851,1088464,990000,3100000,2016
BROOKLYN,WILLIAMSBURG-CENTRAL,02 TWO FAMILY HOMES,3,800000,1466667,1500000,2100000,2016
BROOKLYN,WILLIAMSBURG-CENTRAL,03 THREE FAMILY HOMES,10,300000,776351,700930,1430000,2016
BROOKLYN,WILLIAMSBURG-EAST,01 ONE FAMILY HOMES,20,325000,1594775,1487500,2900000,2016
BROOKLYN,WILLIAMSBURG-EAST,02 TWO FAMILY HOMES,32,370000,1629953,1525000,5500000,2016
BROOKLYN,WILLIAMSBURG-EAST,03 THREE FAMILY HOMES,11,995000,2182982,2075000,3800000,2016
BROOKLYN,WILLIAMSBURG-NORTH,01 ONE FAMILY HOMES,4,1100000,3725000,2525000,8750000,2016
BROOKLYN,WILLIAMSBURG-NORTH,02 TWO FAMILY HOMES,6,900000,3638500,2100000,13181000,2016
BROOKLYN,WILLIAMSBURG-NORTH,03 THREE FAMILY HOMES,8,985000,2915000,2262500,7200000,2016
BROOKLYN,WILLIAMSBURG-SOUTH,01 ONE FAMILY HOMES,7,1955040,3202685,3100000,4582125,2016
BROOKLYN,WILLIAMSBURG-SOUTH,02 TWO FAMILY HOMES,7,289000,1373429,1500000,2000000,2016
BROOKLYN,WILLIAMSBURG-SOUTH,03 THREE FAMILY HOMES,6,760000,2514167,2587500,3600000,2016
BROOKLYN,WINDSOR TERRACE,01 ONE FAMILY HOMES,6,1125000,1653100,1555000,2433600,2016
BROOKLYN,WINDSOR TERRACE,02 TWO FAMILY HOMES,28,600000,1420909,1400000,2250000,2016
BROOKLYN,WINDSOR TERRACE,03 THREE FAMILY HOMES,7,453596,1721228,1570000,2600000,2016
BROOKLYN,WYCKOFF HEIGHTS,01 ONE FAMILY HOMES,1,670000,670000,670000,670000,2016
BROOKLYN,WYCKOFF HEIGHTS,02 TWO FAMILY HOMES,10,416000,941700,974500,1700000,2016
BROOKLYN,WYCKOFF HEIGHTS,03 THREE FAMILY HOMES,14,500000,1116714,1200000,1600000,2016
QUEENS,AIRPORT LA GUARDIA,01 ONE FAMILY HOMES,2,275500,467750,467750,660000,2016
QUEENS,AIRPORT LA GUARDIA,03 THREE FAMILY HOMES,2,470000,705000,705000,940000,2016
QUEENS,ARVERNE,01 ONE FAMILY HOMES,29,201820,360370,310000,1120075,2016
QUEENS,ARVERNE,02 TWO FAMILY HOMES,100,200000,574753,604850,1221900,2016
QUEENS,ARVERNE,03 THREE FAMILY HOMES,8,202000,403418,387500,823647,2016
QUEENS,ASTORIA,01 ONE FAMILY HOMES,41,230000,917399,900000,1950000,2016
QUEENS,ASTORIA,02 TWO FAMILY HOMES,117,234000,1045166,995000,3000000,2016
QUEENS,ASTORIA,03 THREE FAMILY HOMES,46,215000,1132075,1175000,2300000,2016
QUEENS,BAYSIDE,01 ONE FAMILY HOMES,287,215000,812673,795000,2300000,2016
QUEENS,BAYSIDE,02 TWO FAMILY HOMES,97,200000,999512,975000,1650000,2016
QUEENS,BAYSIDE,03 THREE FAMILY HOMES,18,483333,1077346,1095000,1500000,2016
QUEENS,BEECHHURST,01 ONE FAMILY HOMES,47,250000,972943,875000,2250000,2016
QUEENS,BEECHHURST,03 THREE FAMILY HOMES,1,700000,700000,700000,700000,2016
QUEENS,BELLE HARBOR,01 ONE FAMILY HOMES,34,263000,784096,757500,1400000,2016
QUEENS,BELLE HARBOR,02 TWO FAMILY HOMES,20,367195,720195,748500,999999,2016
QUEENS,BELLE HARBOR,03 THREE FAMILY HOMES,2,772500,783750,783750,795000,2016
QUEENS,BELLEROSE,01 ONE FAMILY HOMES,116,200000,534688,537500,1300000,2016
QUEENS,BELLEROSE,02 TWO FAMILY HOMES,32,360000,589207,550000,935000,2016
QUEENS,BELLEROSE,03 THREE FAMILY HOMES,1,750000,750000,750000,750000,2016
QUEENS,BRIARWOOD,01 ONE FAMILY HOMES,17,304000,638824,600000,1100000,2016
QUEENS,BRIARWOOD,02 TWO FAMILY HOMES,5,495000,715000,725000,875000,2016
QUEENS,BRIARWOOD,03 THREE FAMILY HOMES,8,570000,830000,735000,1350000,2016
QUEENS,BROAD CHANNEL,01 ONE FAMILY HOMES,24,206000,368567,360000,760000,2016
QUEENS,BROAD CHANNEL,02 TWO FAMILY HOMES,3,265000,403333,410000,535000,2016
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY HOMES,92,200000,389441,395000,750000,2016
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY HOMES,15,267800,441907,463000,610000,2016
QUEENS,COLLEGE POINT,01 ONE FAMILY HOMES,86,250000,642324,639000,1450000,2016
QUEENS,COLLEGE POINT,02 TWO FAMILY HOMES,115,200000,798593,800000,1280000,2016
QUEENS,COLLEGE POINT,03 THREE FAMILY HOMES,12,201400,896544,944000,1247000,2016
QUEENS,CORONA,01 ONE FAMILY HOMES,32,220000,682044,650000,1700000,2016
QUEENS,CORONA,02 TWO FAMILY HOMES,102,225000,782329,800000,1660000,2016
QUEENS,CORONA,03 THREE FAMILY HOMES,92,345000,904110,930849,1600000,2016
QUEENS,DOUGLASTON,01 ONE FAMILY HOMES,67,300000,1065365,950000,2650000,2016
QUEENS,DOUGLASTON,02 TWO FAMILY HOMES,8,880000,986250,950000,1150000,2016
QUEENS,DOUGLASTON,03 THREE FAMILY HOMES,1,1150000,1150000,1150000,1150000,2016
QUEENS,EAST ELMHURST,01 ONE FAMILY HOMES,50,240000,534666,547000,1100000,2016
QUEENS,EAST ELMHURST,02 TWO FAMILY HOMES,84,200000,680765,706033,1294000,2016
QUEENS,EAST ELMHURST,03 THREE FAMILY HOMES,16,325000,774913,739500,1221900,2016
QUEENS,ELMHURST,01 ONE FAMILY HOMES,68,350000,735570,745000,1200000,2016
QUEENS,ELMHURST,02 TWO FAMILY HOMES,83,333000,919942,850000,4150000,2016
QUEENS,ELMHURST,03 THREE FAMILY HOMES,49,230000,1024239,999000,1475000,2016
QUEENS,FAR ROCKAWAY,01 ONE FAMILY HOMES,75,200000,523860,435000,1400000,2016
QUEENS,FAR ROCKAWAY,02 TWO FAMILY HOMES,81,200000,428155,421400,825000,2016
QUEENS,FAR ROCKAWAY,03 THREE FAMILY HOMES,25,235000,449013,410000,888744,2016
QUEENS,FLORAL PARK,01 ONE FAMILY HOMES,117,230000,586649,579000,1250000,2016
QUEENS,FLORAL PARK,02 TWO FAMILY HOMES,2,640000,745000,745000,850000,2016
QUEENS,FLORAL PARK,03 THREE FAMILY HOMES,2,810000,817500,817500,825000,2016
QUEENS,FLUSHING-NORTH,01 ONE FAMILY HOMES,484,200000,830278,800000,2400000,2016
QUEENS,FLUSHING-NORTH,02 TWO FAMILY HOMES,221,200000,1075823,980000,6000000,2016
QUEENS,FLUSHING-NORTH,03 THREE FAMILY HOMES,36,345000,1278170,1245000,3177242,2016
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,223,200000,726579,710000,1450000,2016
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,67,200000,820351,800000,1629200,2016
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,9,497500,1075611,1123000,1500000,2016
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,123,260000,1222817,999000,3350000,2016
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,27,200000,920693,825000,1865000,2016
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,72,200600,830375,834000,1400000,2016
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,18,286000,852357,920713,999000,2016
QUEENS,FRESH MEADOWS,03 THREE FAMILY HOMES,2,970000,1180000,1180000,1390000,2016
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,29,400000,596519,580000,997885,2016
QUEENS,GLEN OAKS,02 TWO FAMILY HOMES,4,400000,909273,918500,1400093,2016
QUEENS,GLEN OAKS,03 THREE FAMILY HOMES,1,873000,873000,873000,873000,2016
QUEENS,GLENDALE,01 ONE FAMILY HOMES,87,200000,597946,610000,995000,2016
QUEENS,GLENDALE,02 TWO FAMILY HOMES,101,225000,691177,700000,1425000,2016
QUEENS,GLENDALE,03 THREE FAMILY HOMES,9,667479,833609,870000,1055000,2016
QUEENS,HAMMELS,01 ONE FAMILY HOMES,9,240000,389556,355000,830000,2016
QUEENS,HAMMELS,02 TWO FAMILY HOMES,19,200000,441922,384000,670000,2016
QUEENS,HAMMELS,03 THREE FAMILY HOMES,1,570000,570000,570000,570000,2016
QUEENS,HILLCREST,01 ONE FAMILY HOMES,24,460000,628375,600000,860000,2016
QUEENS,HILLCREST,02 TWO FAMILY HOMES,5,533000,671200,580000,950000,2016
QUEENS,HOLLIS,01 ONE FAMILY HOMES,184,200000,426450,429500,948927,2016
QUEENS,HOLLIS,02 TWO FAMILY HOMES,59,219000,637566,500000,7750000,2016
QUEENS,HOLLIS,03 THREE FAMILY HOMES,9,370000,620442,530000,968000,2016
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,29,660000,950483,870000,1475000,2016
QUEENS,HOLLIS HILLS,02 TWO FAMILY HOMES,1,835000,835000,835000,835000,2016
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,43,350000,879733,870000,1510000,2016
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,4,530000,718750,697500,950000,2016
QUEENS,HOLLISWOOD,03 THREE FAMILY HOMES,1,682222,682222,682222,682222,2016
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,121,201002,587520,585000,1425000,2016
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,52,255000,634579,654750,1100000,2016
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,6,535000,727500,752500,895000,2016
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,70,250000,702612,662500,1510000,2016
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,89,200000,735635,770000,1350000,2016
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,32,386596,999833,980000,1475000,2016
QUEENS,JAMAICA,01 ONE FAMILY HOMES,29,200000,513912,470000,1935000,2016
QUEENS,JAMAICA,02 TWO FAMILY HOMES,44,225000,674130,655000,1400000,2016
QUEENS,JAMAICA,03 THREE FAMILY HOMES,10,280000,763900,812500,990000,2016
QUEENS,JAMAICA BAY,01 ONE FAMILY HOMES,6,258000,371917,358000,462000,2016
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,3,414423,469808,485000,510000,2016
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,63,304000,1074479,1045500,2000000,2016
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,3,700000,875833,960000,967500,2016
QUEENS,JAMAICA ESTATES,03 THREE FAMILY HOMES,1,1115000,1115000,1115000,1115000,2016
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,24,250000,664445,662500,1098691,2016
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,19,200000,665867,660726,955000,2016
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,7,389850,827121,940000,1130000,2016
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,33,272666,836740,730000,1795000,2016
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,10,375000,683050,635250,1620000,2016
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,6,460000,906667,915000,1260000,2016
QUEENS,LAURELTON,01 ONE FAMILY HOMES,154,200000,398706,415000,653000,2016
QUEENS,LAURELTON,02 TWO FAMILY HOMES,47,200000,474445,490000,825000,2016
QUEENS,LAURELTON,03 THREE FAMILY HOMES,1,635000,635000,635000,635000,2016
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,91,280000,851067,817550,2250000,2016
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,13,780000,1108048,1020000,1800000,2016
QUEENS,LITTLE NECK,03 THREE FAMILY HOMES,3,939999,1065000,950000,1305000,2016
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,6,600000,903833,810000,1500000,2016
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,24,715000,1430584,1275000,3000000,2016
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,10,450000,1845645,1207500,3750000,2016
QUEENS,MASPETH,01 ONE FAMILY HOMES,95,226500,573773,575000,905000,2016
QUEENS,MASPETH,02 TWO FAMILY HOMES,87,235000,728486,700000,1450000,2016
QUEENS,MASPETH,03 THREE FAMILY HOMES,22,680000,947804,901000,1275000,2016
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,142,200000,637200,652500,1085000,2016
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,69,200000,800852,785000,1600000,2016
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,16,250000,839273,884782,1200000,2016
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,21,300000,893500,850000,1750000,2016
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,55,225000,792474,830000,999999,2016
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,10,980000,1353691,1390000,1573287,2016
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,1,960000,960000,960000,960000,2016
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,118,200000,438840,450000,700000,2016
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,154,205000,553756,560000,840000,2016
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,12,204898,615783,637250,945000,2016
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,268,200000,444786,450000,900000,2016
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,84,201000,556052,547950,1250000,2016
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,3,620000,716667,730000,800000,2016
QUEENS,REGO PARK,01 ONE FAMILY HOMES,55,250000,841831,800000,1512500,2016
QUEENS,REGO PARK,02 TWO FAMILY HOMES,22,616888,951090,885000,1350000,2016
QUEENS,REGO PARK,03 THREE FAMILY HOMES,8,870000,1168500,1165000,1400000,2016
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,171,222000,451445,445000,853642,2016
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,216,200000,545220,540300,1150000,2016
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,27,255000,643491,600000,996866,2016
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,16,340000,733719,780002,1200000,2016
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,86,250000,801265,837500,1750000,2016
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,34,415000,998012,997000,1500000,2016
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,10,227000,482700,462500,695000,2016
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,10,400000,584500,593750,750000,2016
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,7,300000,536429,525000,680000,2016
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,130,200000,399992,395000,790000,2016
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,135,220000,543871,550000,804167,2016
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,8,300000,494375,510000,700000,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,262,200000,357033,355500,815000,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,120,200000,506964,529520,832990,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,2,433000,632750,632750,832500,2016
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,140,200000,362346,369500,697148,2016
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,144,200500,461717,472500,750000,2016
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,20,240000,493780,515150,725000,2016
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,199,215000,427237,417000,845000,2016
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,102,205000,538174,540000,850000,2016
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,3,435000,598000,460000,899000,2016
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,205,200000,384062,375000,770000,2016
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,144,200000,518511,530000,889800,2016
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,1,620000,620000,620000,620000,2016
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,249,200000,392919,397500,735000,2016
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,114,200000,464073,459500,1950000,2016
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,3,410000,545000,525000,700000,2016
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,13,300000,858077,877000,1300000,2016
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,23,300000,974252,970000,1500000,2016
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,9,400000,998944,977500,1550000,2016
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,137,375000,877871,775118,3000000,2016
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,59,392148,1038217,988800,1650000,2016
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,5,990000,1163600,1190000,1320000,2016
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,119,200000,460016,460000,960000,2016
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,123,210000,614286,635000,1280000,2016
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,26,252534,650097,637000,980000,2016
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,34,350000,829434,834000,1168750,2016
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,16,600000,1228378,1152500,2804340,2016
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,88,275000,611759,578250,2000000,2016
STATEN ISLAND,ANNADALE,02 TWO FAMILY HOMES,48,200000,789706,791129,1450000,2016
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY HOMES,170,200000,360338,345000,620000,2016
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY HOMES,29,278545,541301,528000,955000,2016
STATEN ISLAND,ARROCHAR,01 ONE FAMILY HOMES,16,225000,591350,537500,1400000,2016
STATEN ISLAND,ARROCHAR,02 TWO FAMILY HOMES,5,497500,632500,560000,830000,2016
STATEN ISLAND,ARROCHAR,03 THREE FAMILY HOMES,4,450000,616250,575000,865000,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY HOMES,12,239304,397488,364444,590000,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY HOMES,5,350500,497100,470000,715000,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,03 THREE FAMILY HOMES,1,606000,606000,606000,606000,2016
STATEN ISLAND,BLOOMFIELD,01 ONE FAMILY HOMES,1,499900,499900,499900,499900,2016
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY HOMES,130,200000,421408,407788,815000,2016
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY HOMES,56,240000,522592,497500,800000,2016
STATEN ISLAND,BULLS HEAD,03 THREE FAMILY HOMES,1,570000,570000,570000,570000,2016
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY HOMES,71,215000,492085,480000,799326,2016
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY HOMES,17,240000,541882,554500,832000,2016
STATEN ISLAND,CASTLETON CORNERS,03 THREE FAMILY HOMES,1,503200,503200,503200,503200,2016
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY HOMES,61,200000,525280,500000,1355000,2016
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY HOMES,6,290000,531833,492000,825000,2016
STATEN ISLAND,CONCORD,01 ONE FAMILY HOMES,64,210000,347537,327500,687030,2016
STATEN ISLAND,CONCORD,02 TWO FAMILY HOMES,15,227000,394725,350000,680000,2016
STATEN ISLAND,CONCORD,03 THREE FAMILY HOMES,1,495000,495000,495000,495000,2016
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY HOMES,14,249000,328185,316125,448000,2016
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY HOMES,34,235300,538313,519000,804417,2016
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY HOMES,19,292000,663252,650000,915406,2016
STATEN ISLAND,DONGAN HILLS,03 THREE FAMILY HOMES,1,760000,760000,760000,760000,2016
